1`HB`1138_bus`1138`1138`4054`yes`1138`1`1`0`symmetric`symmetric`real`symmetric`yes`yes`D. Tylavsky`I. Duff, R. Grimes, J. Lewis`1985`power network problem`
147`HB`fs_541_3`541`541`4282`yes`541`2`2`3`68%`0%`real`unsymmetric`no`no`A. Curtis`A. Curtis, I. Duff, J. Reid`1978`subsequent 2D/3D problem`\nnext: HB/fs_541_4 first: HB/fs_541_1\n
148`HB`fs_541_4`541`541`4273`yes`541`2`2`12`68%`0%`real`unsymmetric`no`no`A. Curtis`A. Curtis, I. Duff, J. Reid`1978`subsequent 2D/3D problem`\nnext: - first: HB/fs_541_1\n
149`HB`fs_680_1`680`680`2184`yes`680`446`446`462`51%`0%`real`unsymmetric`no`no`A. Curtis`I. Duff, R. Grimes, J. Lewis`1983`2D/3D problem sequence`\nnext: HB/fs_680_2 first: HB/fs_680_1\n
150`HB`fs_680_2`680`680`2424`yes`680`446`446`222`51%`0%`real`unsymmetric`no`no`A. Curtis`I. Duff, R. Grimes, J. Lewis`1983`subsequent 2D/3D problem`\nnext: HB/fs_680_3 first: HB/fs_680_1\n
151`HB`fs_680_3`680`680`2471`yes`680`446`446`175`51%`0%`real`unsymmetric`no`no`A. Curtis`I. Duff, R. Grimes, J. Lewis`1983`subsequent 2D/3D problem`\nnext: - first: HB/fs_680_1\n
152`HB`fs_760_1`760`760`5739`yes`760`17`17`237`65%`0%`real`unsymmetric`no`no`A. Curtis`I. Duff, R. Grimes, J. Lewis`1983`2D/3D problem sequence`\nnext: HB/fs_760_2 first: HB/fs_760_1\n
153`HB`fs_760_2`760`760`5739`yes`760`17`17`237`65%`0%`real`unsymmetric`no`no`A. Curtis`I. Duff, R. Grimes, J. Lewis`1983`subsequent 2D/3D problem`\nnext: HB/fs_760_3 first: HB/fs_760_1\n
154`HB`fs_760_3`760`760`5816`yes`760`17`17`160`65%`0%`real`unsymmetric`no`no`A. Curtis`I. Duff, R. Grimes, J. Lewis`1983`subsequent 2D/3D problem`\nnext: - first: HB/fs_760_1\n
155`HB`gemat1`4929`10595`46591`yes`4929`1`1`778`0%`0%`real`rectangular`no`no`R. Burchett`I. Duff, R. Grimes, J. Lewis`1984`power network problem`
156`HB`gemat11`4929`4929`33108`yes`4929`352`2`77`0%`0%`real`unsymmetric`no`no`R. Burchett`I. Duff, R. Grimes, J. Lewis`1984`power network problem sequence`\nnext: HB/gemat12 first: HB/gemat11\n
157`HB`gemat12`4929`4929`33044`yes`4929`378`2`67`0%`0%`real`unsymmetric`no`no`R. Burchett`I. Duff, R. Grimes, J. Lewis`1984`subsequent power network problem`\nnext: - first: HB/gemat11\n
158`HB`gent113`113`113`655`yes`113`18`18`0`6%`6%`binary`unsymmetric`no`no`W. Gentleman`A. Curtis, I. Duff, J. Reid`1973`statistical/mathematical problem`
159`HB`gr_30_30`900`900`7744`yes`900`1`1`0`symmetric`symmetric`integer`symmetric`yes`yes`R. Grimes`I. Duff, R. Grimes, J. Lewis`1983`2D/3D problem`
160`HB`gre_1107`1107`1107`5664`unknown`unknown`unknown`1`0`0%`0%`real`unsymmetric`no`no`F. Cachard`I. Duff, R. Grimes, J. Lewis`1981`directed weighted graph`
161`HB`gre_115`115`115`421`unknown`unknown`unknown`1`0`25%`0%`real`unsymmetric`no`no`F. Cachard`I. Duff, R. Grimes, J. Lewis`1981`directed weighted graph`
162`HB`gre_185`185`185`975`unknown`unknown`unknown`1`30`41%`0%`real`unsymmetric`no`no`F. Cachard`I. Duff, R. Grimes, J. Lewis`1981`directed weighted graph`
163`HB`gre_216a`216`216`812`unknown`unknown`unknown`1`64`0%`0%`real`unsymmetric`no`no`F. Cachard`I. Duff, R. Grimes, J. Lewis`1981`directed weighted graph`
164`HB`gre_216b`216`216`812`unknown`unknown`unknown`1`64`0%`0%`real`unsymmetric`no`no`F. Cachard`I. Duff, R. Grimes, J. Lewis`1981`directed weighted graph`
165`HB`gre_343`343`343`1310`unknown`unknown`unknown`1`125`0%`0%`real`unsymmetric`no`no`F. Cachard`I. Duff, R. Grimes, J. Lewis`1981`directed weighted graph`
166`HB`gre_512`512`512`1976`unknown`unknown`unknown`1`216`0%`0%`real`unsymmetric`no`no`F. Cachard`I. Duff, R. Grimes, J. Lewis`1981`directed weighted graph`
167`HB`hor_131`434`434`4182`unknown`unknown`unknown`1`528`symmetric`37%`real`unsymmetric`no`no`R. Hornby`I. Duff, R. Grimes, J. Lewis`1983`directed weighted graph`
168`HB`ibm32`32`32`126`unknown`unknown`unknown`1`0`9%`9%`binary`unsymmetric`no`no`IBM`A. Curtis, I. Duff, J. Reid`1971`directed graph`
169`HB`illc1033`1033`320`4719`yes`320`15`1`13`0%`0%`real`rectangular`no`no`M. Saunders`I. Duff, R. Grimes, J. Lewis`1979`least squares problem`
170`HB`illc1850`1850`712`8636`yes`712`10`1`122`0%`0%`real`rectangular`no`no`M. Saunders`I. Duff, R. Grimes, J. Lewis`1979`least squares problem`
171`HB`impcol_a`207`207`572`yes`207`164`4`0`2%`1%`real`unsymmetric`no`no`D. Bogle`I. Duff, R. Grimes, J. Lewis`1982`chemical process simulation problem`
172`HB`impcol_b`59`59`271`yes`59`19`1`41`9%`0%`real`unsymmetric`no`no`D. Bogle`I. Duff, R. Grimes, J. Lewis`1982`chemical process simulation problem`
173`HB`impcol_c`137`137`400`yes`137`115`18`11`4%`1%`real`unsymmetric`no`no`D. Bogle`I. Duff, R. Grimes, J. Lewis`1982`chemical process simulation problem`
174`HB`impcol_d`425`425`1255`yes`425`321`3`84`6%`2%`real`unsymmetric`no`no`D. Bogle`I. Duff, R. Grimes, J. Lewis`1982`chemical process simulation problem`
175`HB`impcol_e`225`225`1303`yes`225`151`17`5`10%`0%`real`unsymmetric`no`no`D. Bogle`I. Duff, R. Grimes, J. Lewis`1982`chemical process simulation problem`
176`HB`jagmesh1`936`936`6264`yes`936`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`2D/3D problem`
177`HB`jagmesh2`1009`1009`6865`yes`1009`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`2D/3D problem`
178`HB`jagmesh3`1089`1089`7361`yes`1089`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`2D/3D problem`
179`HB`jagmesh4`1440`1440`9504`yes`1440`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`2D/3D problem`
180`HB`jagmesh5`1180`1180`7750`yes`1180`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`2D/3D problem`
181`HB`jagmesh6`1377`1377`8993`yes`1377`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`2D/3D problem`
182`HB`jagmesh7`1138`1138`7450`yes`1138`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`2D/3D problem`
183`HB`jagmesh8`1141`1141`7465`yes`1141`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`2D/3D problem`
184`HB`jagmesh9`1349`1349`9101`yes`1349`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`2D/3D problem`
185`HB`jgl009`9`9`50`yes`9`1`1`0`48%`48%`binary`unsymmetric`no`no`J. Lewis`I. Duff, R. Grimes, J. Lewis`1983`counter-example problem`
186`HB`jgl011`11`11`76`yes`11`1`1`0`52%`52%`binary`unsymmetric`no`no`J. Lewis`I. Duff, R. Grimes, J. Lewis`1983`counter-example problem`
187`HB`jpwh_991`991`991`6027`yes`991`146`146`0`94%`94%`integer`unsymmetric`no`no`J. Whelan`I. Duff, R. Grimes, J. Lewis`1978`semiconductor device problem`
188`HB`lns_131`131`131`536`yes`131`65`48`0`70%`2%`real`unsymmetric`no`no`I. Jones`I. Duff, R. Grimes, J. Lewis`1982`computational fluid dynamics problem`
189`HB`lns_3937`3937`3937`25407`yes`3937`351`290`0`85%`0%`real`unsymmetric`no`no`I. Jones`I. Duff, R. Grimes, J. Lewis`1982`computational fluid dynamics problem`
190`HB`lns_511`511`511`2796`yes`511`135`98`0`80%`2%`real`unsymmetric`no`no`I. Jones`I. Duff, R. Grimes, J. Lewis`1982`computational fluid dynamics problem`
191`HB`lnsp3937`3937`3937`25407`yes`3937`351`290`0`85%`0%`real`unsymmetric`no`no`I. Jones`I. Duff, R. Grimes, J. Lewis`1982`computational fluid dynamics problem`
192`HB`lnsp_131`131`131`536`yes`131`65`48`0`70%`2%`real`unsymmetric`no`no`I. Jones`I. Duff, R. Grimes, J. Lewis`1982`computational fluid dynamics problem`
193`HB`lnsp_511`511`511`2796`yes`511`135`98`0`80%`2%`real`unsymmetric`no`no`I. Jones`I. Duff, R. Grimes, J. Lewis`1982`computational fluid dynamics problem`
194`HB`lshp1009`1009`1009`6865`yes`1009`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`duplicate thermal problem`\nduplicate of HB/jagmesh2\n
195`HB`lshp1270`1270`1270`8668`yes`1270`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`thermal problem`
196`HB`lshp1561`1561`1561`10681`yes`1561`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`thermal problem`
197`HB`lshp1882`1882`1882`12904`yes`1882`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`thermal problem`
198`HB`lshp2233`2233`2233`15337`yes`2233`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`thermal problem`
199`HB`lshp2614`2614`2614`17980`yes`2614`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`thermal problem`
200`HB`lshp3025`3025`3025`20833`yes`3025`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`thermal problem`
201`HB`lshp3466`3466`3466`23896`yes`3466`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`thermal problem`
202`HB`lshp_265`265`265`1753`yes`265`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`thermal problem`
203`HB`lshp_406`406`406`2716`yes`406`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`thermal problem`
204`HB`lshp_577`577`577`3889`yes`577`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`thermal problem`
205`HB`lshp_778`778`778`5272`yes`778`1`1`0`symmetric`symmetric`binary`symmetric`yes`no`A. George`I. Duff, R. Grimes, J. Lewis`1978`thermal problem`
206`HB`lund_a`147`147`2449`yes`147`1`1`0`symmetric`symmetric`real`symmetric`yes`yes`T. Johansson`A. Curtis, I. Duff, J. Reid`1974`structural problem`
207`HB`lund_b`147`147`2441`yes`147`1`1`0`symmetric`symmetric`real`symmetric`yes`yes`T. Johansson`A. Curtis, I. Duff, J. Reid`1974`structural problem`
208`HB`mahindas`1258`1258`7682`yes`1258`670`1`0`2%`0%`real`unsymmetric`no`no`K. Pearson`I. Duff, R. Grimes, J. Lewis`1984`economic problem`
209`HB`mbeacxc`496`496`49920`no`448`10`54`0`32%`0%`real`unsymmetric`no`no`D. Szyld`I. Duff, R. Grimes, J. Lewis`1982`economic problem`
210`HB`mbeaflw`496`496`49920`no`448`10`54`0`32%`0%`real`unsymmetric`no`no`D. Szyld`I. Duff, R. Grimes, J. Lewis`1982`economic problem`
211`HB`mbeause`496`496`41063`no`447`28`66`0`22%`1%`real`unsymmetric`no`no`D. Szyld`I. Duff, R. Grimes, J. Lewis`1982`economic problem`
212`HB`mcca`180`180`2659`yes`180`6`6`0`64%`0%`real`unsymmetric`no`no`M. Carlsson`I. Duff, R. Grimes, J. Lewis`1985`2D/3D problem`
213`HB`mcfe`765`765`24382`yes`765`5`5`0`70%`0%`real`unsymmetric`no`no`M. Carlsson`I. Duff, R. Grimes, J. Lewis`1985`2D/3D problem`
214`HB`nnc1374`1374`1374`8588`yes`1374`57`1`18`82%`59%`real`unsymmetric`no`no`National Nuclear Corp.`I. Duff, R. Grimes, J. Lewis`1982`2D/3D problem`
215`HB`nnc261`261`261`1500`yes`261`29`1`0`82%`61%`real`unsymmetric`no`no`National Nuclear Corp.`I. Duff, R. Grimes, J. Lewis`1982`2D/3D problem`
216`HB`nnc666`666`666`4032`yes`666`41`1`12`82%`59%`real`unsymmetric`no`no`National Nuclear Corp.`I. Duff, R. Grimes, J. Lewis`1982`2D/3D problem`
217`HB`nos1`237`237`1017`yes`237`2`2`0`symmetric`symmetric`real`symmetric`yes`yes`H. Simon`I. Duff, R. Grimes, J. Lewis`1982`structural problem`
218`HB`nos2`957`957`4137`yes`957`2`2`0`symmetric`symmetric`real`symmetric`yes`yes`H. Simon`I. Duff, R. Grimes, J. Lewis`1982`structural problem`
219`HB`nos3`960`960`15844`yes`960`1`1`0`symmetric`symmetric`real`symmetric`yes`yes`H. Simon`I. Duff, R. Grimes, J. Lewis`1982`structural problem`
220`HB`nos4`100`100`594`yes`100`1`1`0`symmetric`symmetric`real`symmetric`yes`yes`H. Simon`I. Duff, R. Grimes, J. Lewis`1982`structural problem`
221`HB`nos5`468`468`5172`yes`468`1`1`0`symmetric`symmetric`real`symmetric`yes`yes`H. Simon`I. Duff, R. Grimes, J. Lewis`1982`structural problem`
222`HB`nos6`675`675`3255`yes`675`1`1`0`symmetric`symmetric`real`symmetric`yes`yes`H. Simon`I. Duff, R. Grimes, J. Lewis`1982`2D/3D problem`
223`HB`nos7`729`729`4617`yes`729`1`1`0`symmetric`symmetric`real`symmetric`yes`yes`H. Simon`I. Duff, R. Grimes, J. Lewis`1982`2D/3D problem`
224`HB`orani678`2529`2529`90158`yes`2529`700`1`0`7%`0%`real`unsymmetric`no`no`K. Pearson`I. Duff, R. Grimes, J. Lewis`1984`economic problem`
225`HB`orsirr_1`1030`1030`6858`yes`1030`1`1`0`symmetric`41%`real`unsymmetric`no`no`R. Grimes`I. Duff, R. Grimes, J. Lewis`1984`computational fluid dynamics problem`
226`HB`orsirr_2`886`886`5970`yes`886`1`1`0`symmetric`41%`real`unsymmetric`no`no`R. Grimes`I. Duff, R. Grimes, J. Lewis`1984`computational fluid dynamics problem`
227`HB`orsreg_1`2205`2205`14133`yes`2205`1`1`0`symmetric`41%`real`unsymmetric`no`no`R. Grimes`I. Duff, R. Grimes, J. Lewis`1984`computational fluid dynamics problem`
228`HB`plat1919`1919`1919`32399`yes`1919`1`1`0`symmetric`symmetric`real`symmetric`yes`yes`J. Lewis`I. Duff, R. Grimes, J. Lewis`1975`2D/3D problem`
229`HB`plat362`362`362`5786`yes`362`1`1`0`symmetric`symmetric`real`symmetric`yes`yes`J. Lewis`I. Duff, R. Grimes, J. Lewis`1975`2D/3D problem`
230`HB`plsk1919`1919`1919`9662`yes`1919`11`1`0`symmetric`0%`real`skew-symmetric`no`no`J. Lewis`I. Duff, R. Grimes, J. Lewis`1975`2D/3D problem`
231`HB`plskz362`362`362`1760`yes`362`3`1`0`symmetric`0%`real`skew-symmetric`no`no`J. Lewis`I. Duff, R. Grimes, J. Lewis`1975`2D/3D problem`
232`HB`pores_1`30`30`180`yes`30`1`1`0`63%`29%`real`unsymmetric`no`no`J. Appleyard`I. Duff, R. Grimes, J. Lewis`1980`computational fluid dynamics problem`
233`HB`pores_2`1224`1224`9613`yes`1224`1`1`0`61%`39%`real`unsymmetric`no`no`J. Appleyard`I. Duff, R. Grimes, J. Lewis`1980`computational fluid dynamics problem`
234`HB`pores_3`532`532`3474`yes`532`2`2`0`74%`31%`real`unsymmetric`no`no`J. Appleyard`I. Duff, R. Grimes, J. Lewis`1980`computational fluid dynamics problem`
235`HB`psmigr_1`3140`3140`543160`yes`3140`1`1`2`48%`1%`integer`unsymmetric`no`no`P. Slater`I. Duff, R. Grimes, J. Lewis`1983`economic problem`
236`HB`psmigr_2`3140`3140`540022`yes`3140`1`1`0`48%`0%`real`unsymmetric`no`no`P. Slater`I. Duff, R. Grimes, J. Lewis`1983`economic problem`
237`HB`psmigr_3`3140`3140`543160`yes`3140`1`1`2`48%`0%`real`unsymmetric`no`no`P. Slater`I. Duff, R. Grimes, J. Lewis`1983`economic problem`
238`HB`rgg010`10`10`76`yes`10`1`1`0`64%`64%`binary`unsymmetric`no`no`J. Lewis`I. Duff, R. Grimes, J. Lewis`1983`counter-example problem`
239`HB`saylr1`238`238`1128`yes`238`1`1`0`symmetric`65%`real`unsymmetric`no`no`R. Kendall, D. Peaceman, H. Stone, W. Watts`P. Saylor`1984`computational fluid dynamics problem`
240`HB`saylr3`1000`1000`3750`yes`1000`318`318`0`symmetric`symmetric`real`symmetric`no`no`R. Kendall, D. Peaceman, H. Stone, W. Watts`P. Saylor`1984`computational fluid dynamics problem`
241`HB`saylr4`3564`3564`22316`yes`3564`1`1`0`symmetric`symmetric`real`symmetric`no`no`R. Kendall, D. Peaceman, H. Stone, W. Watts`P. Saylor`1984`computational fluid dynamics problem`
242`HB`sherman1`1000`1000`3750`yes`1000`318`318`0`symmetric`symmetric`real`symmetric`no`no`A. Sherman`I. Duff, R. Grimes, J. Lewis`1984`computational fluid dynamics problem`
243`HB`sherman2`1080`1080`23094`yes`1080`211`211`0`67%`0%`real`unsymmetric`no`no`A. Sherman`I. Duff, R. Grimes, J. Lewis`1984`computational fluid dynamics problem`
244`HB`sherman3`5005`5005`20033`yes`5005`2111`2111`0`symmetric`45%`real`unsymmetric`no`no`A. Sherman`I. Duff, R. Grimes, J. Lewis`1984`computational fluid dynamics problem`
245`HB`sherman4`1104`1104`3786`yes`1104`559`559`0`symmetric`0%`real`unsymmetric`no`no`A. Sherman`I. Duff, R. Grimes, J. Lewis`1984`computational fluid dynamics problem`
246`HB`sherman5`3312`3312`20793`yes`3312`1675`1675`0`74%`15%`real`unsymmetric`no`no`A. Sherman`I. Duff, R. Grimes, J. Lewis`1984`computational fluid dynamics problem`
247`HB`shl_0`663`663`1687`yes`663`663`4`0`0%`0%`integer`unsymmetric`no`no`M. Saunders`A. Curtis, I. Duff, J. Reid`1978`optimization problem sequence`\nnext: HB/shl_200 first: HB/shl_0\n
248`HB`shl_200`663`663`1726`yes`663`663`4`0`0%`0%`integer`unsymmetric`no`no`M. Saunders`A. Curtis, I. Duff, J. Reid`1978`subsequent optimization problem`\nnext: HB/shl_400 first: HB/shl_0\n
249`HB`shl_400`663`663`1712`yes`663`663`2`0`0%`0%`integer`unsymmetric`no`no`M. Saunders`A. Curtis, I. Duff, J. Reid`1978`subsequent optimization problem`\nnext: - first: HB/shl_0\n
250`HB`sstmodel`3345`3345`22749`yes`3345`616`616`0`symmetric`symmetric`binary`symmetric`yes`no`E. Meyer`I. Duff, R. Grimes, J. Lewis`1983`structural problem`
251`HB`steam1`240`240`2248`yes`240`1`1`1514`symmetric`27%`real`unsymmetric`no`no`R. Grimes`I. Duff, R. Grimes, J. Lewis`1983`computational fluid dynamics problem`
252`HB`steam2`600`600`5660`yes`600`151`151`8100`symmetric`19%`real`unsymmetric`no`no`R. Grimes`I. Duff, R. Grimes, J. Lewis`1983`computational fluid dynamics problem`
253`HB`steam3`80`80`314`yes`80`21`21`614`symmetric`32%`real`unsymmetric`no`no`R. Grimes`I. Duff, R. Grimes, J. Lewis`1983`computational fluid dynamics problem`
254`HB`str_0`363`363`2454`yes`363`363`2`0`0%`0%`real`unsymmetric`no`no`M. Saunders`A. Curtis, I. Duff, J. Reid`1978`optimization problem sequence`\nnext: HB/str_200 first: HB/str_0\n
255`HB`str_200`363`363`3068`yes`363`234`2`0`1%`0%`real`unsymmetric`no`no`M. Saunders`A. Curtis, I. Duff, J. Reid`1978`subsequent optimization problem`\nnext: HB/str_400 first: HB/str_0\n
256`HB`str_400`363`363`3157`yes`363`203`2`0`2%`0%`real`unsymmetric`no`no`M. Saunders`A. Curtis, I. Duff, J. Reid`1978`subsequent optimization problem`\nnext: HB/str_600 first: HB/str_0\n
257`HB`str_600`363`363`3279`yes`363`142`2`0`2%`0%`real`unsymmetric`no`no`M. Saunders`A. Curtis, I. Duff, J. Reid`1978`subsequent optimization problem`\nnext: - first: HB/str_0\n
258`HB`watt_1`1856`1856`11360`yes`1856`129`129`0`99%`99%`real`unsymmetric`no`no`J. Somerville`I. Duff, R. Grimes, J. Lewis`1983`computational fluid dynamics problem`
259`HB`watt_2`1856`1856`11550`yes`1856`65`65`0`98%`97%`real`unsymmetric`no`no`J. Somerville`I. Duff, R. Grimes, J. Lewis`1983`computational fluid dynamics problem`
260`HB`well1033`1033`320`4732`yes`320`15`1`0`0%`0%`real`rectangular`no`no`M. Saunders`I. Duff, R. Grimes, J. Lewis`1979`least squares problem`
261`HB`well1850`1850`712`8755`yes`712`10`1`3`0%`0%`real`rectangular`no`no`M. Saunders`I. Duff, R. Grimes, J. Lewis`1979`least squares problem`
262`HB`west0067`67`67`294`yes`67`2`1`0`3%`0%`real`unsymmetric`no`no`A. Westerberg`I. Duff, R. Grimes, J. Lewis`1983`chemical process simulation problem`
263`HB`west0132`132`132`413`yes`132`56`2`1`2%`0%`real`unsymmetric`no`no`A. Westerberg`I. Duff, R. Grimes, J. Lewis`1983`chemical process simulation problem`
264`HB`west0156`156`156`362`yes`156`134`1`9`0%`0%`real`unsymmetric`no`no`A. Westerberg`I. Duff, R. Grimes, J. Lewis`1983`chemical process simulation problem`
265`HB`west0167`167`167`506`yes`167`91`1`1`2%`0%`real`unsymmetric`no`no`A. Westerberg`I. Duff, R. Grimes, J. Lewis`1983`chemical process simulation problem`
266`HB`west0381`381`381`2134`yes`381`6`1`23`1%`0%`real`unsymmetric`no`no`A. Westerberg`I. Duff, R. Grimes, J. Lewis`1983`chemical process simulation problem`
267`HB`west0479`479`479`1888`yes`479`166`2`22`1%`0%`real`unsymmetric`no`no`A. Westerberg`I. Duff, R. Grimes, J. Lewis`1983`chemical process simulation problem`
268`HB`west0497`497`497`1721`yes`497`294`2`6`1%`0%`real`unsymmetric`no`no`A. Westerberg`I. Duff, R. Grimes, J. Lewis`1983`chemical process simulation problem`
269`HB`west0655`655`655`2808`yes`655`198`2`46`1%`0%`real`unsymmetric`no`no`A. Westerberg`I. Duff, R. Grimes, J. Lewis`1983`chemical process simulation problem`
270`HB`west0989`989`989`3518`yes`989`270`2`19`2%`0%`real`unsymmetric`no`no`A. Westerberg`I. Duff, R. Grimes, J. Lewis`1983`chemical process simulation problem`
271`HB`west1505`1505`1505`5414`yes`1505`405`1`31`0%`0%`real`unsymmetric`no`no`A. Westerberg`I. Duff, R. Grimes, J. Lewis`1983`chemical process simulation problem`
272`HB`west2021`2021`2021`7310`yes`2021`522`1`43`0%`0%`real`unsymmetric`no`no`A. Westerberg`I. Duff, R. Grimes, J. Lewis`1983`chemical process simulation problem`
273`HB`will199`199`199`701`yes`199`10`1`0`6%`6%`binary`unsymmetric`no`no`R. Willoughby`I. Duff, R. Grimes, J. Lewis`1979`structural problem`
274`HB`will57`57`57`281`yes`57`1`1`0`87%`87%`binary`unsymmetric`no`no`R. Willoughby`I. Duff, R. Grimes, J. Lewis`1970`semiconductor device problem`
275`HB`wm1`207`277`2909`yes`207`50`29`0`0%`0%`real`rectangular`no`no`D. Szyld`I. Duff, R. Grimes, J. Lewis`1982`economic problem`
276`HB`wm2`207`260`2942`yes`207`36`4`0`0%`0%`real`rectangular`no`no`D. Szyld`I. Duff, R. Grimes, J. Lewis`1982`economic problem`
277`HB`wm3`207`260`2948`yes`207`28`4`0`0%`0%`real`rectangular`no`no`D. Szyld`I. Duff, R. Grimes, J. Lewis`1982`economic problem`
278`HB`young1c`841`841`4089`yes`841`1`1`0`symmetric`85%`complex`unsymmetric`no`no`D. Young`I. Duff, R. Grimes, J. Lewis`1984`acoustics problem`\nThe YOUNG*C matrices originally appeared in the Harwell/Boeing     \ncollection as type CSA (complex symmetric).  However, both upper   \nand lower triangular parts are present in the original files       \n(an invalid specification; only the lower part can be present      \nin the file).  If the entries in the upper triangular part are     \nconsidered as part of the matrix, the matrices become unsymmetric. \nThe matrices have been corrected in the UF Sparse Matrix Collection\nby changing their type to CUA so that the entries in the original  \nfiles are not ignored.  In addition, the YOUNG3C matrix has a zero \nimaginary part, and thus appears here as a real matrix.            \n
279`HB`young2c`841`841`4089`yes`841`1`1`0`symmetric`85%`complex`unsymmetric`no`no`D. Young`I. Duff, R. Grimes, J. Lewis`1984`duplicate acoustics problem`\nduplicate of HB/young1c\n
280`HB`young3c`841`841`3988`yes`841`1`1`0`94%`81%`real`unsymmetric`no`no`D. Young`I. Duff, R. Grimes, J. Lewis`1984`acoustics problem`\nThe YOUNG*C matrices originally appeared in the Harwell/Boeing     \ncollection as type CSA (complex symmetric).  However, both upper   \nand lower triangular parts are present in the original files       \n(an invalid specification; only the lower part can be present      \nin the file).  If the entries in the upper triangular part are     \nconsidered as part of the matrix, the matrices become unsymmetric. \nThe matrices have been corrected in the UF Sparse Matrix Collection\nby changing their type to CUA so that the entries in the original  \nfiles are not ignored.  In addition, the YOUNG3C matrix has a zero \nimaginary part, and thus appears here as a real matrix.            \n
